Sequence_ID	Param_1	Param2
gi|302421804|ref|XP_003008732.1|(94-197:296) yippee family protein [Verticillium albo-atrum VaMs.102]   gi|261351878|gb|EEY14306.1| yippee family protein [Verti	687	0.14305572755592055
gi|237834039|ref|XP_002366317.1|(1-114:130) yippee-like protein, putative [Toxoplasma gondii ME49]   gi|211963981|gb|EEA99176.1| yippee-like protein, putative [	681	0.98782572790951
gi|324536444|gb|ADY49464.1|(9-106:134) Yippee-like protein 5 [Ascaris suum] ((#17 <= #3 <= #0))   E=6e-37 s/c=1.59 id=28% cov=86%	542	0.6242233055085766
gi|372464835|emb|CCF59112.1|(46-151:154) hypothetical protein KAFR_0G00790 [Kazachstania africana CBS 2517] ((#18 <= #3 <= #0))   E=2e-05 s/c=0.49 id=23% cov=80	817	0.4138568864056372
gi|372462075|emb|CCF56357.1|(72-145:165) hypothetical protein KAFR_0B00580 [Kazachstania africana CBS 2517] ((#3 <= #0))   E=2e-05 s/c=0.70 id=25% cov=52%	439	0.5183194859413089
gi|268553483|ref|XP_002634727.1|(1-97:110) Hypothetical protein CBG21046 [Caenorhabditis briggsae] ((#26 <= #14 <= #0))   E=7e-27 s/c=1.26 id=27% cov=73%	240	0.23739182901098066
gi|68489136|ref|XP_711589.1|(14-107:263) hypothetical protein CaO19.3369 [Candida albicans SC5314]   gi|46432903|gb|EAK92365.1| hypothetical protein CaO19.3369 	361	0.7551891029034882
gi|340520390|gb|EGR50626.1|(75-203:262) predicted protein [Trichoderma reesei QM6a] ((#14 <= #0))   E=1e-48 s/c=1.51 id=48% cov=96%	669	0.29540126617414153
gi|322706937|gb|EFY98516.1|(618-747:873) glutamate carboxypeptidase [Metarhizium anisopliae ARSEF 23] ((#3 <= #0))   E=6e-14 s/c=0.61 id=21% cov=67%	210	0.9094187717184107
gi|302773492|ref|XP_002970163.1|(24-127:132) hypothetical protein SELMODRAFT_93606 [Selaginella moellendorffii]   gi|300161679|gb|EFJ28293.1| hypothetical prote	464	0.030808069047713493
gi|254564699|ref|XP_002489460.1|(85-186:189) Protein of unknown function, has homology to kinase Snf7p [Komagataella pastoris GS115]   gi|238029256|emb|CAY67179	875	0.051061994206964556
gi|389642435|ref|XP_003718850.1|(101-240:299) hypothetical protein MGG_00255 [Magnaporthe oryzae 70-15]   gi|351641403|gb|EHA49266.1| hypothetical protein MGG_0	109	0.7402180203386457
gi|302780952|ref|XP_002972250.1|(6-126:130) hypothetical protein SELMODRAFT_148358 [Selaginella moellendorffii]   gi|300159717|gb|EFJ26336.1| hypothetical prote	424	0.6882405033060391
gi|224086496|ref|XP_002307898.1|(1-117:122) predicted protein [Populus trichocarpa]   gi|222853874|gb|EEE91421.1| predicted protein [Populus trichocarpa] ((#18 	5	0.8015409159917166
gi|149237284|ref|XP_001524519.1|(10-117:271) hypothetical protein LELG_04491 [Lodderomyces elongisporus NRRL YB-4239]   gi|146452054|gb|EDK46310.1| hypothetical	276	0.10497614344013673
gi|393217336|gb|EJD02825.1|(21-132:132) yippee-domain-containing protein [Fomitiporia mediterranea MF3/22] ((#18 <= #3 <= #0))   E=2e-35 s/c=1.35 id=31% cov=83%	435	0.6243936535487442
gi|325181871|emb|CCA16326.1|(89-193:411) conserved hypothetical protein [Albugo laibachii Nc14] ((#11 <= #0))   E=2e-21 s/c=0.99 id=42% cov=77%	309	0.631740118819949
gi|398019798|ref|XP_003863063.1|(14-119:144) zinc-binding protein (Yippee), putative [Leishmania donovani]   gi|322501294|emb|CBZ36373.1| zinc-binding protein (	215	0.721950555720475
gi|213404906|ref|XP_002173225.1|(1-107:111) yippee-like protein [Schizosaccharomyces japonicus yFS275]   gi|212001272|gb|EEB06932.1| yippee-like protein [Schizo	482	0.8882191679178277
gi|157131019|ref|XP_001655780.1| hypothetical protein AaeL_AAEL011968 [Aedes ae ((seed: #9 <= #0))	554	0.48948994285602077
gi|291408734|ref|XP_002720669.1|(396-535:535) PREDICTED: cereblon [Oryctolagus cuniculus] ((#4 <= #0))   E=8e-29 s/c=0.93 id=28% cov=81%	565	0.9238725990903554
gi|402594763|gb|EJW88689.1|(65-190:196) hypothetical protein WUBG_00399 [Wuchereria bancrofti] ((#5 <= #0))   E=3e-15 s/c=0.67 id=24% cov=80%	838	0.0956549695031399
gi|76154851|gb|ABA40333.1|(13-91:136) SJCHGC04851 protein [Schistosoma japonicum] ((#5 <= #0))   E=3e-08 s/c=0.77 id=23% cov=59%	7	0.7658999575528586
gi|351722811|ref|NP_001236233.1|(5-105:107) uncharacterized protein LOC100526937 [Glycine max]   gi|255631187|gb|ACU15959.1| unknown [Glycine max] ((#18 <= #3 <	316	0.8103509803083387
gi|190348320|gb|EDK40754.2|(9-123:188) hypothetical protein PGUG_04852 [Meyerozyma guilliermondii ATCC 6260] ((#5 <= #0))  E=0.0001 s/c=0.43 id=19% cov=73%	704	0.7941845369273146
gi|254570929|ref|XP_002492574.1|(22-117:118) hypothetical protein [Komagataella pastoris GS115]   gi|238032372|emb|CAY70395.1| Hypothetical protein PAS_chr3_035	750	0.9045283505574192
gi|255721511|ref|XP_002545690.1|(9-107:217) predicted protein [Candida tropicalis MYA-3404]   gi|240136179|gb|EER35732.1| predicted protein [Candida tropicalis 	821	0.5848087663969068
gi|344231861|gb|EGV63740.1|(1-123:181) hypothetical protein CANTEDRAFT_113777 [Candida tenuis ATCC 10573] ((#18 <= #3 <= #0))   E=2e-26 s/c=0.98 id=21% cov=80%	472	0.9603851401113495
gi|226501182|ref|NP_001150808.1|(50-138:146) protein yippee-like [Zea mays]   gi|195642076|gb|ACG40506.1| protein yippee-like [Zea mays] ((#25 <= #5 <= #0))  E=	940	0.5899883748423649
gi|341894679|gb|EGT50614.1|(1-115:390) hypothetical protein CAEBREN_20481 [Caenorhabditis brenneri] ((#26 <= #14 <= #0))   E=8e-34 s/c=1.27 id=21% cov=76%	437	0.7366740662409086
gi|325183805|emb|CCA18264.1|(142-248:252) conserved hypothetical protein [Albugo laibachii Nc14] ((#18 <= #3 <= #0))   E=3e-32 s/c=1.31 id=25% cov=80%	723	0.33671132846302354
gi|145489572|ref|XP_001430788.1|(1-109:112) hypothetical protein [Paramecium tetraurelia strain d4-2]   gi|124397888|emb|CAK63390.1| unnamed protein product [Pa	180	0.250844599070811
gi|32766376|gb|AAH55193.1|(11-92:424) Yippee-like 5 [Danio rerio] ((#5 <= #0))   E=4e-12 s/c=0.90 id=23% cov=53%	161	0.733540397597023
gi|393245317|gb|EJD52828.1|(24-119:126) yippee-domain-containing protein [Auricularia delicata TFB-10046 SS5] ((#17 <= #3 <= #0))  E=7e-34 s/c=1.52 id=26% cov=8	128	0.11067859047236095
gi|50550745|ref|XP_502845.1|(1-108:116) YALI0D15092p [Yarrowia lipolytica]   gi|49648713|emb|CAG81033.1| YALI0D15092p [Yarrowia lipolytica CLIB122] ((#27 <= #19	590	0.9847418312419732
gi|299472394|emb|CBN77582.1|(5-106:115) conserved unknown protein [Ectocarpus siliculosus] ((#17 <= #3 <= #0))   E=2e-30 s/c=1.31 id=28% cov=85%	439	0.4673003243684877
gi|325181197|emb|CCA15611.1|(70-184:2045) forminhomology 2 domaincontaining protein putative [Albugo laibachii Nc14] ((#6 <= #0))  E=6e-13 s/c=0.67 id=20% cov=6	255	0.6522605754281346
gi|19115807|ref|NP_594895.1|(1-116:131) yippee-like protein [Schizosaccharomyces pombe 972h-]   gi|27923886|sp|Q9URW3.1|YIPL_SCHPO RecName: Full=Protein yippee-	133	0.8813723904005144
gi|388852872|emb|CCF53557.1|(11-99:110) related to Yippee protein [Ustilago hordei] ((#5 <= #0))   E=4e-16 s/c=0.98 id=24% cov=57%	148	0.22651000037307678
gi|353242614|emb|CCA74243.1|(1-110:110) related to Yippee protein [Piriformospora indica DSM 11827] ((#26 <= #14 <= #0))   E=1e-22 s/c=0.99 id=21% cov=82%	194	0.5724453681661614
gi|79487047|ref|NP_194504.2|(1-101:105) yippee-like protein [Arabidopsis thaliana]   gi|122209321|sp|Q2V3E2.1|YIPL5_ARATH RecName: Full=Protein yippee-like At4g	770	0.7614843770514726
gi|71649677|ref|XP_813554.1|(15-122:124) zinc-binding protein (Yippee) [Trypanosoma cruzi strain CL Brener]   gi|71664029|ref|XP_819000.1| zinc-binding protein 	972	0.8032554791974097
gi|403375541|gb|EJY87746.1|(1-117:140) hypothetical protein OXYTRI_23687 [Oxytricha trifallax] ((#26 <= #14 <= #0))   E=1e-36 s/c=1.32 id=21% cov=85%	90	0.16137558121205464
gi|366989329|ref|XP_003674432.1|(44-141:145) hypothetical protein NCAS_0A14960 [Naumovozyma castellii CBS 4309]   gi|342300295|emb|CCC68054.1| hypothetical prot	376	0.90686731331964
gi|145500856|ref|XP_001436411.1|(1-106:112) hypothetical protein [Paramecium tetraurelia strain d4-2]   gi|124403550|emb|CAK69014.1| unnamed protein product [Pa	908	0.22492910669912847
gi|307109257|gb|EFN57495.1|(1-119:137) hypothetical protein CHLNCDRAFT_143048 [Chlorella variabilis] ((#26 <= #14 <= #0))   E=3e-11 s/c=0.60 id=26% cov=87%	444	0.597456649573376
gi|403351389|gb|EJY75184.1|(1-109:109) hypothetical protein OXYTRI_03431 [Oxytricha trifallax] ((#26 <= #14 <= #0))   E=7e-22 s/c=0.97 id=21% cov=80%	441	0.49286733292310336
gi|350591376|ref|XP_003483256.1|(311-450:537) PREDICTED: protein cereblon-like [Sus scrofa] ((#9 <= #0))   E=2e-16 s/c=0.63 id=24% cov=52%	120	0.8570196852384117
gi|389600385|ref|XP_001562675.2|(7-220:497) conserved hypothetical protein [Leishmania braziliensis MHOM/BR/75/M2904]   gi|322504348|emb|CAM41798.2| conserved h	995	0.3209576728826903
gi|401416489|ref|XP_003872739.1|(15-231:494) conserved hypothetical protein [Leishmania mexicana MHOM/GT/2001/U1103]   gi|322488964|emb|CBZ24213.1| conserved hy	954	0.5701451190277518
gi|307111003|gb|EFN59238.1| hypothetical protein CHLNCDRAFT_138225 [Chlorella v ((seed: #12 <= #0))	408	0.995308716583939
gi|154281427|ref|XP_001541526.1|(66-214:283) conserved hypothetical protein [Ajellomyces capsulatus NAm1]   gi|150411705|gb|EDN07093.1| conserved hypothetical p	593	0.12325154079866274
gi|320589848|gb|EFX02304.1|(117-276:386) yippee family protein [Grosmannia clavigera kw1407] ((#14 <= #0))   E=4e-26 s/c=0.76 id=52% cov=97%	858	0.01603330385501678
gi|302771525|ref|XP_002969181.1|(1-106:111) hypothetical protein SELMODRAFT_90605 [Selaginella moellendorffii]   gi|300163686|gb|EFJ30297.1| hypothetical protei	897	0.34148171149899087
gi|326515254|dbj|BAK03540.1|(1-110:141) predicted protein [Hordeum vulgare subsp. vulgare]   gi|326527121|dbj|BAK04502.1| predicted protein [Hordeum vulgare sub	920	0.11817090185682722
gi|388580155|gb|EIM20472.1|(1-112:139) yippee-domain-containing protein, partial [Wallemia sebi CBS 633.66] ((#18 <= #3 <= #0))  E=3e-37 s/c=1.40 id=30% cov=84%	106	0.4257421379259084
gi|320593385|gb|EFX05794.1|(17-110:110) yippee zinc-binding protein [Grosmannia clavigera kw1407] ((#14 <= #0))   E=1e-14 s/c=0.88 id=45% cov=70%	24	0.18373383980895908
gi|255571913|ref|XP_002526899.1|(16-107:129) fad NAD binding oxidoreductases, putative [Ricinus communis]   gi|223533798|gb|EEF35530.1| fad NAD binding oxidored	730	0.13780379536268617
gi|225470968|ref|XP_002267218.1|(12-105:106) PREDICTED: protein yippee-like At4g27745 [Vitis vinifera]   gi|297745507|emb|CBI40587.3| unnamed protein product [V	939	0.8255181230263596
gi|290985973|ref|XP_002675699.1|(1-111:111) predicted protein [Naegleria gruberi]   gi|284089297|gb|EFC42955.1| predicted protein [Naegleria gruberi] ((#18 <= #	701	0.3042962158702639
gi|325187520|emb|CCA22058.1|(1-108:108) conserved hypothetical protein [Albugo laibachii Nc14] ((#27 <= #19 <= #3 <= #0))   E=2e-26 s/c=1.12 id=30% cov=86%	175	0.6018934363660066
gi|389583094|dbj|GAB65830.1|(24-115:142) hypothetical protein PCYB_073320 [Plasmodium cynomolgi strain B] ((#25 <= #5 <= #0))   E=3e-31 s/c=1.49 id=29% cov=79%	406	0.3829580240577428
gi|50547881|ref|XP_501410.1|(1-125:138) YALI0C03696p [Yarrowia lipolytica]   gi|49647277|emb|CAG81709.1| YALI0C03696p [Yarrowia lipolytica CLIB122] ((#18 <= #3 	964	0.3126867437244909
gi|392578249|gb|EIW71377.1|(1-115:133) hypothetical protein TREMEDRAFT_73283 [Tremella mesenterica DSM 1558] ((#27 <= #19 <= #3 <= #0))  E=2e-20 s/c=0.88 id=30%	670	0.4100421612661982
gi|225448396|ref|XP_002271449.1|(10-103:118) PREDICTED: protein yippee-like [Vitis vinifera]   gi|297736624|emb|CBI25495.3| unnamed protein product [Vitis vinif	270	0.7066682229476868
gi|356559989|ref|XP_003548278.1|(12-105:106) PREDICTED: LOW QUALITY PROTEIN: protein yippee-like At4g27745-like [Glycine max] ((#14 <= #0))  E=8e-11 s/c=0.75 id	917	0.6575364557459682
gi|125542737|gb|EAY88876.1|(15-115:115) hypothetical protein OsI_10353 [Oryza sativa Indica Group] ((#14 <= #0))   E=3e-09 s/c=0.64 id=41% cov=71%	658	0.4755658229334062
gi|156542775|ref|XP_001603305.1|(7-109:120) PREDICTED: protein yippee-like 5-like isoform 1 [Nasonia vitripennis]   gi|345493523|ref|XP_003427088.1| PREDICTED: 	175	0.9859773110141898
gi|340377787|ref|XP_003387410.1|(1-107:117) PREDICTED: protein yippee-like 5-like [Amphimedon queenslandica] ((#18 <= #3 <= #0))   E=2e-07 s/c=0.55 id=34% cov=8	109	0.33396118259570307
gi|384253647|gb|EIE27121.1|(5-86:113) yippee-domain-containing protein [Coccomyxa subellipsoidea C-169] ((#14 <= #0))   E=4e-08 s/c=0.75 id=41% cov=56%	704	0.40268193221700976
gi|145518882|ref|XP_001445313.1|(1-109:112) hypothetical protein [Paramecium tetraurelia strain d4-2]   gi|124412757|emb|CAK77916.1| unnamed protein product [Pa	501	0.8236742665840612
gi|294866215|ref|XP_002764635.1|(10-104:105) yippee protein, putative [Perkinsus marinus ATCC 50983]   gi|239864264|gb|EEQ97352.1| yippee protein, putative [Per	706	0.8411522680766567
gi|83767087|dbj|BAE57227.1|(74-216:267) unnamed protein product [Aspergillus oryzae RIB40]   gi|391863707|gb|EIT73007.1| hypothetical protein Ao3042_10818 [Aspe	119	0.43945879058156656
gi|336259657|ref|XP_003344629.1|(78-223:335) hypothetical protein SMAC_06936 [Sordaria macrospora k-hell]   gi|380088706|emb|CCC13440.1| unnamed protein product	604	0.4783835332070665
gi|295673154|ref|XP_002797123.1|(72-202:275) yippee family protein [Paracoccidioides sp. 'lutzii' Pb01]   gi|226282495|gb|EEH38061.1| yippee family protein [Par	593	0.6225261308219148
gi|396473607|ref|XP_003839378.1|(235-358:414) hypothetical protein LEMA_P030510.1 [Leptosphaeria maculans JN3]   gi|312215947|emb|CBX95899.1| hypothetical prote	250	0.19142988610368927
gi|328866880|gb|EGG15263.1|(1634-1741:1744) hypothetical protein DFA_10097 [Dictyostelium fasciculatum] ((#14 <= #0))   E=6e-43 s/c=1.63 id=41% cov=78%	367	0.40785535305412635
gi|321261547|ref|XP_003195493.1|(1-108:134) hypothetical protein CGB_G1670C [Cryptococcus gattii WM276]   gi|317461966|gb|ADV23706.1| Hypothetical protein CGB_G	232	0.5758977862198429
gi|322799479|gb|EFZ20787.1|(1-168:168) hypothetical protein SINV_01727 [Solenopsis invicta] ((#18 <= #3 <= #0))   E=3e-23 s/c=0.65 id=24% cov=86%	172	0.6783875386913263
gi|298705859|emb|CBJ29004.1|(121-231:270) conserved unknown protein [Ectocarpus siliculosus] ((#18 <= #3 <= #0))   E=2e-38 s/c=1.45 id=31% cov=83%	169	0.9080878570209152
gi|255071593|ref|XP_002499471.1|(22-162:168) predicted protein [Micromonas sp. RCC299]   gi|226514733|gb|ACO60729.1| predicted protein [Micromonas sp. RCC299] (	227	0.1096531437741014
gi|348686330|gb|EGZ26145.1|(32-152:160) putative yippee-like protein [Phytophthora sojae] ((#14 <= #0))   E=5e-36 s/c=1.26 id=41% cov=85%	699	0.26241599889374256
gi|159488097|ref|XP_001702057.1|(1-117:136) predicted protein [Chlamydomonas reinhardtii]   gi|158271431|gb|EDO97250.1| predicted protein [Chlamydomonas reinhar	309	0.28310839110113084
gi|402224683|gb|EJU04745.1|(42-132:135) yippee-domain-containing protein [Dacryopinax sp. DJM-731 SS1] ((#27 <= #19 <= #3 <= #0))   E=1e-18 s/c=1.06 id=24% cov=	835	0.4409747075031688
gi|340938940|gb|EGS19562.1|(86-213:290) hypothetical protein CTHT_0040380 [Chaetomium thermophilum var. thermophilum DSM 1495] ((#14 <= #0))  E=1e-32 s/c=1.10 i	639	0.8983061849300463
gi|224120890|ref|XP_002318444.1|(10-103:105) predicted protein [Populus trichocarpa]   gi|222859117|gb|EEE96664.1| predicted protein [Populus trichocarpa] ((#14	679	0.21169648637848393
gi|366995880|ref|XP_003677703.1|(71-177:180) hypothetical protein NCAS_0H00420 [Naumovozyma castellii CBS 4309]   gi|342303573|emb|CCC71352.1| hypothetical prot	135	0.017739176475303875
gi|343474806|emb|CCD13641.1|(15-110:123) hypothetical protein, unlikely [Trypanosoma congolense IL3000] ((#14 <= #0))   E=6e-30 s/c=1.38 id=39% cov=70%	12	0.7232548083982072
gi|209879533|ref|XP_002141207.1|(7-107:121) yippee family protein [Cryptosporidium muris RN66]   gi|209556813|gb|EEA06858.1| yippee family protein [Cryptosporid	966	0.13311847326242254
gi|321259800|ref|XP_003194620.1|(9-121:121) yippee-like [Cryptococcus gattii WM276]   gi|317461092|gb|ADV22833.1| yippee-like, putative [Cryptococcus gattii WM2	616	0.4334781189291633
gi|268553485|ref|XP_002634728.1|(18-108:165) Hypothetical protein CBG21047 [Caenorhabditis briggsae] ((#14 <= #0))   E=2e-27 s/c=1.36 id=36% cov=68%	549	0.5001807969753375
gi|403367709|gb|EJY83678.1|(1-156:250) Yippee domain containing protein [Oxytricha trifallax] ((#27 <= #19 <= #3 <= #0))   E=5e-32 s/c=0.89 id=29% cov=89%	286	0.08881942806216236
gi|299755150|ref|XP_001828461.2|(1-93:154) hypothetical protein CC1G_04432 [Coprinopsis cinerea okayama7#130]   gi|298411092|gb|EAU93453.2| hypothetical protein	674	0.8341919672242438
gi|281205942|gb|EFA80131.1|(2-77:80) hypothetical protein PPL_06953 [Polysphondylium pallidum PN500] ((#14 <= #0))   E=1e-22 s/c=1.42 id=41% cov=56%	678	0.7237234112714229
gi|302679358|ref|XP_003029361.1|(62-174:186) hypothetical protein SCHCODRAFT_257995 [Schizophyllum commune H4-8]   gi|300103051|gb|EFI94458.1| hypothetical prot	181	0.5878258326410482
gi|47226620|emb|CAG07779.1|(55-172:179) unnamed protein product [Tetraodon nigroviridis] ((#17 <= #3 <= #0))   E=2e-18 s/c=0.81 id=21% cov=84%	947	0.3726012709080905
gi|145234486|ref|XP_001400614.1|(41-164:232) yippee putative zinc-binding protein [Aspergillus niger CBS 513.88]   gi|134057560|emb|CAK48914.1| unnamed protein 	629	0.8054255125150259
gi|169612672|ref|XP_001799753.1|(48-174:235) hypothetical protein SNOG_09460 [Phaeosphaeria nodorum SN15]   gi|111061605|gb|EAT82725.1| hypothetical protein SNO	873	0.8284839207378482
gi|156056236|ref|XP_001594042.1|(111-242:355) hypothetical protein SS1G_05470 [Sclerotinia sclerotiorum 1980]   gi|154703254|gb|EDO02993.1| hypothetical protein	171	0.24647541432650133
gi|367039295|ref|XP_003650028.1|(104-229:338) hypothetical protein THITE_2169528 [Thielavia terrestris NRRL 8126]   gi|346997289|gb|AEO63692.1| hypothetical pro	403	0.6596654962647236
gi|116197409|ref|XP_001224516.1|(84-253:339) hypothetical protein CHGG_06860 [Chaetomium globosum CBS 148.51]   gi|88178139|gb|EAQ85607.1| hypothetical protein 	129	0.37468357944893804
gi|388853364|emb|CCF52984.1|(26-133:135) related to Yippee protein [Ustilago hordei] ((#26 <= #14 <= #0))   E=8e-35 s/c=1.38 id=23% cov=76%	838	0.07900085979770266
gi|219122599|ref|XP_002181629.1|(4-98:99) predicted protein [Phaeodactylum tricornutum CCAP 1055/1]   gi|217406905|gb|EEC46843.1| predicted protein [Phaeodactyl	127	0.754736793082175
gi|255536753|ref|XP_002509443.1|(13-105:127) fad NAD binding oxidoreductases, putative [Ricinus communis]   gi|223549342|gb|EEF50830.1| fad NAD binding oxidored	261	0.7377659594790182
gi|167519439|ref|XP_001744059.1|(1-112:113) hypothetical protein [Monosiga brevicollis MX1]   gi|163777145|gb|EDQ90762.1| predicted protein [Monosiga brevicolli	529	0.008254837398491865
gi|340500642|gb|EGR27506.1|(8-106:113) hypothetical protein IMG5_195100 [Ichthyophthirius multifiliis] ((#17 <= #3 <= #0))   E=6e-39 s/c=1.65 id=24% cov=86%	530	0.6949573552053762
gi|384491367|gb|EIE82563.1|(1-107:116) hypothetical protein RO3G_07268 [Rhizopus delemar RA 99-880] ((#26 <= #14 <= #0))   E=6e-37 s/c=1.46 id=22% cov=79%	644	0.2615678171355632
gi|324507392|gb|ADY43134.1|(12-109:128) Yippee-like protein 5 [Ascaris suum] ((#14 <= #0))   E=3e-32 s/c=1.44 id=35% cov=70%	382	0.03223028152903551
gi|156846725|ref|XP_001646249.1|(23-138:139) hypothetical protein Kpol_1013p66 [Vanderwaltozyma polyspora DSM 70294]   gi|156116923|gb|EDO18391.1| hypothetical 	409	0.5765015969719255
gi|296084804|emb|CBI14815.3|(1-108:108) unnamed protein product [Vitis vinifera] ((#26 <= #14 <= #0))   E=7e-16 s/c=0.81 id=26% cov=69%	472	0.4859116488578823
gi|320168860|gb|EFW45759.1|(1-105:108) predicted protein [Capsaspora owczarzaki ATCC 30864] ((#26 <= #14 <= #0))   E=2e-30 s/c=1.28 id=24% cov=73%	401	0.793075264314112
gi|170093023|ref|XP_001877733.1|(30-154:165) predicted protein [Laccaria bicolor S238N-H82]   gi|164647592|gb|EDR11836.1| predicted protein [Laccaria bicolor S2	340	0.5769063010088323
gi|294900690|ref|XP_002777068.1| hypothetical protein Pmar_PMAR003132 [Perkinsu ((seed: #17 <= #3 <= #0))	289	0.018841137366419347
gi|242765502|ref|XP_002340987.1| yippee family protein [Talaromyces stipitatus  ((seed: #15 <= #0))	831	0.7806802799292418
gi|315056983|ref|XP_003177866.1|(16-122:184) yippee family protein [Arthroderma gypseum CBS 118893]   gi|311339712|gb|EFQ98914.1| yippee family protein [Arthrod	652	0.13597946677924522
gi|168046236|ref|XP_001775580.1|(14-113:118) predicted protein [Physcomitrella patens subsp. patens]   gi|162672998|gb|EDQ59527.1| predicted protein [Physcomitr	763	0.5928238784374796
gi|326495012|dbj|BAJ85601.1|(16-106:131) predicted protein [Hordeum vulgare subsp. vulgare] ((#15 <= #0))   E=7e-14 s/c=0.88 id=46% cov=68%	737	0.1875629731974079
gi|346969890|gb|EGY13342.1|(91-177:274) hypothetical protein VDAG_00024 [Verticillium dahliae VdLs.17] ((#26 <= #14 <= #0))   E=1e-05 s/c=0.61 id=22% cov=65%	987	0.36433939442976204
gi|392593773|gb|EIW83098.1|(17-115:122) yippee-domain-containing protein [Coniophora puteana RWD-64-598 SS2] ((#15 <= #0))  E=2e-13 s/c=0.79 id=43% cov=72%	504	0.2653239424909982
gi|336372147|gb|EGO00487.1|(2-113:123) hypothetical protein SERLA73DRAFT_181104 [Serpula lacrymans var. lacrymans S7.3]   gi|336384889|gb|EGO26037.1| hypothetic	356	0.260990241842164
gi|384253766|gb|EIE27240.1|(7-106:112) yippee-like protein [Coccomyxa subellipsoidea C-169] ((#15 <= #0))   E=4e-13 s/c=0.78 id=49% cov=65%	181	0.2562873643222203
gi|224140405|ref|XP_002323573.1|(1-112:148) predicted protein [Populus trichocarpa]   gi|222868203|gb|EEF05334.1| predicted protein [Populus trichocarpa] ((#26 	529	0.5860691628055216
gi|397574934|gb|EJK49455.1|(81-189:275) hypothetical protein THAOC_31667 [Thalassiosira oceanica] ((#27 <= #19 <= #3 <= #0))   E=5e-25 s/c=1.07 id=25% cov=85%	386	0.38084083288630965
gi|302694887|ref|XP_003037122.1|(1-109:110) hypothetical protein SCHCODRAFT_10023 [Schizophyllum commune H4-8]   gi|300110819|gb|EFJ02220.1| hypothetical protei	392	0.8207400905688433
gi|289743121|gb|ADD20308.1|(1-113:121) putative yippee-type zinc-binding protein [Glossina morsitans morsitans] ((#26 <= #14 <= #0))  E=0.0002 s/c=0.43 id=24% c	672	0.9797313579821776
gi|156542939|ref|XP_001601740.1|(17-111:117) PREDICTED: protein yippee-like 5-like [Nasonia vitripennis] ((#15 <= #0))   E=3e-09 s/c=0.69 id=40% cov=70%	655	0.7543436992899112
gi|170574328|ref|XP_001892766.1|(1-125:127) Yippee-like protein 5 [Brugia malayi]   gi|312079872|ref|XP_003142359.1| hypothetical protein LOAG_06777 [Loa loa]  	452	0.20323592293549853
gi|358249823|emb|CCE72889.1|(22-114:185) Piso0_000491 [Millerozyma farinosa CBS 7064]   gi|358350171|emb|CCE73450.1| Piso0_000491 [Millerozyma farinosa CBS 7064	991	0.34158907570452735
gi|255070129|ref|XP_002507146.1|(1-103:112) yippee zinc-binding-like protein [Micromonas sp. RCC299]   gi|226522421|gb|ACO68404.1| yippee zinc-binding-like prot	467	0.3274030283084177
gi|392898615|ref|NP_500334.2|(1-107:485) Protein B0546.3 [Caenorhabditis elegans]   gi|351018258|emb|CCD62193.1| Protein B0546.3 [Caenorhabditis elegans] ((#27 	903	0.4164471218102569
gi|45185384|ref|NP_983101.1|(14-122:124) ABR153Cp [Ashbya gossypii ATCC 10895]   gi|44981073|gb|AAS50925.1| ABR153Cp [Ashbya gossypii ATCC 10895]   gi|374106304	423	0.2627412897697402
gi|341894687|gb|EGT50622.1|(18-111:162) hypothetical protein CAEBREN_18899 [Caenorhabditis brenneri] ((#15 <= #0))   E=3e-25 s/c=1.24 id=33% cov=70%	634	0.7720245196796159
gi|310792735|gb|EFQ28196.1|(93-239:345) hypothetical protein GLRG_03340 [Glomerella graminicola M1.001] ((#15 <= #0))   E=1e-46 s/c=1.28 id=42% cov=97%	341	0.26309642243147
gi|389639392|ref|XP_003717329.1|(60-168:172) hypothetical protein MGG_06263 [Magnaporthe oryzae 70-15]   gi|351643148|gb|EHA51010.1| hypothetical protein MGG_06	18	0.2793580738598136
gi|225455302|ref|XP_002275349.1|(5-104:106) PREDICTED: protein yippee-like At4g27745 isoform 2 [Vitis vinifera]   gi|302143941|emb|CBI23046.3| unnamed protein p	398	0.816021544358007
gi|242209214|ref|XP_002470455.1|(1-72:72) predicted protein [Postia placenta Mad-698-R]   gi|220730488|gb|EED84344.1| predicted protein [Postia placenta Mad-698	685	0.8816894769404382
gi|384244706|gb|EIE18204.1| hypothetical protein COCSUDRAFT_68340 [Coccomyxa su ((seed: #18 <= #3 <= #0))	77	0.9203428581409292
gi|226466662|emb|CAX69466.1| Protein yippee-like 1 [Schistosoma japonicum] ((seed: #16 <= #3 <= #0))  E=9	571	0.8266949712255964
gi|225717534|gb|ACO14613.1|(2-96:115) yippee-like 1 [Caligus clemensi] ((#16 <= #3 <= #0))   E=2e-24 s/c=1.21 id=49% cov=88%	999	0.43788504850310317
gi|198417598|ref|XP_002130792.1|(1-97:115) PREDICTED: similar to predicted protein [Ciona intestinalis] ((#16 <= #3 <= #0))   E=5e-23 s/c=1.13 id=53% cov=92%	621	0.2115639022434178
gi|328771610|gb|EGF81650.1|(1-115:115) hypothetical protein BATDEDRAFT_16398 [Batrachochytrium dendrobatidis JAM81] ((#18 <= #3 <= #0))  E=8e-08 s/c=0.52 id=30%	413	0.674728008258145
